,CVE_ENT_x,NOM_ENT,NOM_MUN,CVE_LOC,NOM_LOC,CVE_SUN,NOM_SUN,POB_2018,CVEGEO,P_TOTAL_1990,P_TOTAL_2000,P_TOTAL_2010,P_TOTAL_2020,LONGITUD,LATITUD,CVE_MUN,NOMGEO
339,30,Veracruz de Ignacio de la Llave,Papantla,,,M30.06,Poza Rica,166466,30124,158003.0,170304,158599,159910,97.32274916666667,20.4467325,124,Papantla
340,30,Veracruz de Ignacio de la Llave,Amatlán de los Reyes,,,M30.03,Córdoba,45984,30014,33669.0,36823,42268,46955,96.9154838888889,18.84757833333333,014,Amatlán de los Reyes
341,30,Veracruz de Ignacio de la Llave,Coatepec,,,M30.08,Xalapa,93440,30038,61793.0,73536,86696,93911,96.96027416666666,19.454660555555556,038,Coatepec
342,30,Veracruz de Ignacio de la Llave,Medellín de Bravo,,,M30.07,Veracruz,78102,30105,29298.0,35171,59126,95202,96.15817194444445,19.059240555555558,105,Medellín de Bravo
343,30,Veracruz de Ignacio de la Llave,Pánuco,,,M28.05,Tampico,103500,30123,87708.0,90657,97290,96185,98.18130527777778,22.0536125,123,Pánuco
344,30,Veracruz de Ignacio de la Llave,Cazones de Herrera,,,M30.06,Poza Rica,24383,30033,24667.0,23839,23483,24421,97.31232055555556,20.703285,033,Cazones de Herrera
345,30,Veracruz de Ignacio de la Llave,Jáltipan,,,M30.04,Minatitlán,42662,30089,38678.0,37764,39673,38669,94.72173472222222,17.966068055555557,089,Jáltipan
346,30,Veracruz de Ignacio de la Llave,Alvarado,,,M30.07,Veracruz,55324,30011,49040.0,49499,51955,57035,95.76392916666667,18.7742775,011,Alvarado
347,30,Veracruz de Ignacio de la Llave,Coatzintla,,,M30.06,Poza Rica,53296,30040,34221.0,39189,48351,55016,97.46078194444445,20.482363333333332,040,Coatzintla
348,30,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,,,M30.05,Orizaba,44714,30030,35084.0,39308,41778,41835,97.18471722222223,18.804240833333335,030,Camerino Z. Mendoza
349,30,Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,,,M30.02,Coatzacoalcos,28527,30206,26723.0,27218,27094,29209,94.41117583333335,18.072141388888888,206,Nanchital de Lázaro Cárdenas del Río
350,30,Veracruz de Ignacio de la Llave,Jilotepec,,,M30.08,Xalapa,16818,30093,11540.0,13025,15313,16585,96.95027972222222,19.61130388888889,093,Jilotepec
351,30,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,,,M30.02,Coatzacoalcos,16201,30082,11987.0,13294,14903,15831,94.39372750000001,18.02275361111111,082,Ixhuatlán del Sureste
352,30,Veracruz de Ignacio de la Llave,Emiliano Zapata,,,M30.08,Xalapa,71773,30065,36370.0,44580,61718,85489,96.79808333333334,19.48309833333333,065,Emiliano Zapata
353,30,Veracruz de Ignacio de la Llave,Nogales,,,M30.05,Orizaba,37478,30115,27524.0,30945,34688,37314,97.16255638888889,18.822537222222223,115,Nogales
354,30,Veracruz de Ignacio de la Llave,Atzacan,,,M30.05,Orizaba,21935,30022,13695.0,16998,20063,22651,97.08390472222221,18.906967777777776,022,Atzacan
355,30,Veracruz de Ignacio de la Llave,Banderilla,,,M30.08,Xalapa,23940,30026,22110.0,16433,21546,25993,96.94088444444445,19.591606666666664,026,Banderilla
356,30,Veracruz de Ignacio de la Llave,Córdoba,,,M30.03,Córdoba,210172,30044,150454.0,177288,196541,204721,96.93534916666667,18.89438388888889,044,Córdoba
357,30,Veracruz de Ignacio de la Llave,Pueblo Viejo,,,M28.05,Tampico,58508,30133,45284.0,50329,55358,57909,97.8366761111111,22.183632777777778,133,Pueblo Viejo
358,30,Veracruz de Ignacio de la Llave,Jamapa,,,M30.07,Veracruz,11082,30090,9177.0,9969,10376,11132,96.24059083333333,19.04202638888889,090,Jamapa
359,30,Veracruz de Ignacio de la Llave,Maltrata,,,M30.05,Orizaba,18789,30099,12576.0,14709,16898,18327,97.27830388888889,18.810400833333333,099,Maltrata
360,30,Veracruz de Ignacio de la Llave,Boca del Río,,,M30.07,Veracruz,140677,30028,144549.0,135804,138058,144550,96.10665138888888,19.10543888888889,028,Boca del Río
361,30,Veracruz de Ignacio de la Llave,Tlilapan,,,M30.05,Orizaba,5303,30185,3118.0,3955,4879,5548,97.09905833333333,18.805745555555557,185,Tlilapan
362,30,Veracruz de Ignacio de la Llave,Rafael Delgado,,,M30.05,Orizaba,22744,30135,11110.0,14730,20245,24127,97.0734375,18.810521666666666,135,Rafael Delgado
363,30,Veracruz de Ignacio de la Llave,Coatzacoalcos,,,M30.02,Coatzacoalcos,335077,30039,233115.0,267212,305260,310698,94.4530013888889,18.137882777777776,039,Coatzacoalcos
364,30,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,,,M30.06,Poza Rica,206704,30131,151739.0,152838,193311,189457,97.44356694444444,20.534087500000002,131,Poza Rica de Hidalgo
365,30,Veracruz de Ignacio de la Llave,Acayucan,,,M30.01,Acayucan,89732,30003,70059.0,78243,83817,80815,94.91387083333333,17.9488225,003,Acayucan
366,30,Veracruz de Ignacio de la Llave,Xico,,,M30.08,Xalapa,38133,30092,24162.0,28762,35188,39623,97.00723277777777,19.421269444444444,092,Xico
367,30,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,,,M30.05,Orizaba,70830,30085,43771.0,56896,65385,74004,97.06306722222222,18.851066388888892,085,Ixtaczoquitlán
368,30,Veracruz de Ignacio de la Llave,Fortín,,,M30.03,Córdoba,65842,30068,36882.0,46053,59761,66372,96.99934555555555,18.903663055555555,068,Fortín
369,30,Veracruz de Ignacio de la Llave,Veracruz,,,M30.07,Veracruz,597351,30193,328607.0,457377,552156,607209,96.15302750000001,19.190323333333332,193,Veracruz
370,31,Yucatán,Ucú,,,M31.01,Mérida,4024,31100,2430.0,2909,3469,4049,89.74644027777778,21.03173472222222,100,Ucú
371,31,Yucatán,Samahil,,,M31.01,Mérida,5558,31063,3889.0,4354,5008,5631,89.88881555555557,20.8834175,063,Samahil
372,31,Yucatán,Umán,,,M31.01,Mérida,54245,31101,39324.0,49145,50993,69147,89.74828333333333,20.881890000000002,101,Umán
373,31,Yucatán,Acanceh,,,M31.01,Mérida,17279,31002,11277.0,13166,15337,16772,89.45354666666667,20.81242166666667,002,Acanceh
374,31,Yucatán,Tixkokob,,,M31.01,Mérida,19139,31093,13696.0,15281,17176,18420,89.3950513888889,21.0024825,093,Tixkokob
375,31,Yucatán,Kanasín,,,M31.01,Mérida,107601,31041,24503.0,39191,78709,141939,89.55805944444444,20.934639722222222,041,Kanasín
376,31,Yucatán,Tixpéhual,,,M31.01,Mérida,6037,31095,4352.0,4840,5388,5690,89.44190277777778,20.978168333333333,095,Tixpéhual
377,31,Yucatán,Hunucmá,,,M31.01,Mérida,35046,31038,21467.0,25979,30731,35137,89.87705166666666,21.016154166666666,038,Hunucmá
378,31,Yucatán,Conkal,,,M31.01,Mérida,10247,31013,6430.0,7620,9143,16671,89.52128388888889,21.07389388888889,013,Conkal
379,31,Yucatán,Timucuy,,,M31.01,Mérida,7701,31090,4808.0,5883,6833,7503,89.513505,20.810508055555555,090,Timucuy
380,31,Yucatán,Mérida,,,M31.01,Mérida,929642,31050,556819.0,705055,830732,995129,89.62439166666665,20.96753722222222,050,Mérida
381,32,Zacatecas,Zacatecas,,,M32.01,Zacatecas-Guadalupe,147957,32056,108556.0,123899,138176,149607,102.57183638888888,22.77609611111111,056,Zacatecas
382,32,Zacatecas,Morelos,,,M32.01,Zacatecas-Guadalupe,12453,32032,8143.0,9755,11493,13207,102.609535,22.862194444444444,032,Morelos
383,32,Zacatecas,Vetagrande,,,M32.01,Zacatecas-Guadalupe,10320,32050,6559.0,7228,9353,10276,102.55564249999999,22.83281472222222,050,Vetagrande
384,32,Zacatecas,Guadalupe,,,M32.01,Zacatecas-Guadalupe,188517,32017,82770.0,109066,159991,211740,102.51880166666666,22.746781944444447,017,Guadalupe
385,1,Aguascalientes,Calvillo,10030001.0,Calvillo,P01.01,Calvillo,21774,1003,48440.0,51291,54136,58250,102.71875055555556,21.84690722222222,003,Calvillo
386,1,Aguascalientes,Pabellón de Arteaga,10060001.0,Pabellón de Arteaga,P01.02,Pabellón de Arteaga,30720,1006,26051.0,34296,41862,47646,102.27654166666666,22.149201666666666,006,Pabellón de Arteaga
387,1,Aguascalientes,Rincón de Romos,10070001.0,Rincón de Romos,C01.01,Rincón de Romos,30969,1007,33781.0,41655,49156,57369,102.32306861111111,22.229233055555554,007,Rincón de Romos
388,1,Aguascalientes,Rincón de Romos,10070133.0,Cerro del Gato [Colonia],C01.01,Rincón de Romos,0,1007,33781.0,41655,49156,57369,102.32306861111111,22.229233055555554,007,Rincón de Romos
389,1,Aguascalientes,Rincón de Romos,10070419.0,Lázaro Cárdenas [Fraccionamiento],C01.01,Rincón de Romos,0,1007,33781.0,41655,49156,57369,102.32306861111111,22.229233055555554,007,Rincón de Romos
390,3,Baja California Sur,Comondú,30010001.0,Ciudad Constitución,P03.01,Ciudad Constitución,47399,3001,74346.0,63864,70816,73021,111.67333944444445,25.034635555555557,001,Comondú
391,3,Baja California Sur,Mulegé,30020001.0,Santa Rosalía,P03.02,Santa Rosalía,15797,3002,38528.0,45989,59114,64022,112.26827472222222,27.33686833333333,002,Mulegé
392,3,Baja California Sur,Mulegé,30020066.0,Guerrero Negro,P03.03,Guerrero Negro,15105,3002,38528.0,45989,59114,64022,112.26827472222222,27.33686833333333,002,Mulegé
393,3,Baja California Sur,Los Cabos,30080001.0,San José del Cabo,P03.04,San José del Cabo,132093,3008,43920.0,105469,238487,351111,109.69474916666667,23.06159138888889,008,Los Cabos
394,3,Baja California Sur,Los Cabos,30080054.0,Cabo San Lucas,P03.05,Cabo San Lucas,175512,3008,43920.0,105469,238487,351111,109.69474916666667,23.06159138888889,008,Los Cabos
395,4,Campeche,Calkiní,40010001.0,Calkiní,P04.01,Calkiní,16450,4001,38883.0,46899,52890,59232,90.05073944444445,20.371226111111113,001,Calkiní
396,4,Campeche,Carmen,40030001.0,Ciudad del Carmen,P04.02,Ciudad del Carmen,194484,4003,136034.0,172076,221094,248845,91.83645,18.637789444444444,003,Carmen
397,4,Campeche,Champotón,40040001.0,Champotón,P04.03,Champotón,37471,4004,71836.0,70554,83021,78170,90.72389111111112,19.356218611111114,004,Champotón
398,4,Campeche,Escárcega,40090001.0,Escárcega,P04.04,Escárcega,33717,4009,44496.0,50563,54184,59923,90.73200083333333,18.604314722222224,009,Escárcega
399,5,Coahuila de Zaragoza,Acuña,50020001.0,Ciudad Acuña,P05.01,Ciudad Acuña,147888,5002,56336.0,110487,136755,163058,100.97825833333333,29.330005555555555,002,Acuña
400,5,Coahuila de Zaragoza,Allende,50030001.0,Allende,P05.02,Allende,23380,5003,18486.0,20943,22675,23056,100.85416666666666,28.34722222222222,003,Allende
401,5,Coahuila de Zaragoza,Múzquiz,50200001.0,Ciudad Melchor Múzquiz,P05.03,Ciudad Melchor Múzquiz,39134,5020,65863.0,62773,66834,71627,101.51651777777778,27.877549722222223,020,Múzquiz
402,5,Coahuila de Zaragoza,Múzquiz,50200093.0,Palaú,P05.04,Palaú,17746,5020,65863.0,62773,66834,71627,101.51651777777778,27.877549722222223,020,Múzquiz
403,5,Coahuila de Zaragoza,Parras,50240001.0,Parras de la Fuente,P05.05,Parras de la Fuente,35928,5024,39534.0,43339,45401,44472,102.18416888888889,25.437380555555556,024,Parras
404,5,Coahuila de Zaragoza,Sabinas,50280001.0,Sabinas,P05.06,Sabinas,62760,5028,47030.0,52379,60847,64811,101.11998916666666,27.84888833333333,028,Sabinas
405,5,Coahuila de Zaragoza,Sabinas,50280003.0,Cloete,C05.01,Nueva Rosita-Cloete,3470,5028,47030.0,52379,60847,64811,101.11998916666666,27.84888833333333,028,Sabinas
406,5,Coahuila de Zaragoza,San Juan de Sabinas,50320014.0,Nueva Rosita,C05.01,Nueva Rosita-Cloete,40740,5032,40231.0,40138,41649,42260,101.30329333333333,27.929390277777777,032,San Juan de Sabinas
407,5,Coahuila de Zaragoza,San Pedro,50330001.0,San Pedro,P05.07,San Pedro,55352,5033,99165.0,88343,102650,101041,102.98315694444445,25.75777777777778,033,San Pedro
408,6,Colima,Manzanillo,60070001.0,Manzanillo,C06.01,Manzanillo,154104,6007,92863.0,125143,161420,191031,104.31638055555555,19.053205833333333,007,Manzanillo
409,6,Colima,Manzanillo,60070021.0,El Colomo,C06.01,Manzanillo,11705,6007,92863.0,125143,161420,191031,104.31638055555555,19.053205833333333,007,Manzanillo
410,7,Chiapas,Acala,70020001.0,Acala,P07.01,Acala,15111,7002,21051.0,24754,28947,21187,92.80750833333333,16.551673611111113,002,Acala
411,7,Chiapas,Arriaga,70090001.0,Arriaga,P07.02,Arriaga,26556,7009,36224.0,37989,40042,41135,93.89947333333333,16.236065,009,Arriaga
412,7,Chiapas,Cacahoatán,70150001.0,Cacahoatán,C07.01,Cacahoatán,19597,7015,35070.0,39033,43811,50112,92.16811027777779,14.989788611111111,015,Cacahoatán
413,7,Chiapas,Cintalapa,70170001.0,Cintalapa de Figueroa,P07.03,Cintalapa de Figueroa,46485,7017,59152.0,64013,78114,88106,93.72042805555556,16.69868222222222,017,Cintalapa
414,7,Chiapas,Comitán de Domínguez,70190001.0,Comitán de Domínguez,P07.04,Comitán de Domínguez,114136,7019,78896.0,105210,141013,166178,92.135835,16.252460555555555,019,Comitán de Domínguez
415,7,Chiapas,Frontera Comalapa,70340001.0,Frontera Comalapa,C07.02,Frontera Comalapa,20007,7034,44222.0,52168,67012,80897,92.14105,15.660163888888889,034,Frontera Comalapa
416,7,Chiapas,Frontera Comalapa,70340137.0,La Lima,C07.02,Frontera Comalapa,0,7034,44222.0,52168,67012,80897,92.14105,15.660163888888889,034,Frontera Comalapa
417,7,Chiapas,Frontera Comalapa,70340396.0,Benito Juárez,C07.02,Frontera Comalapa,0,7034,44222.0,52168,67012,80897,92.14105,15.660163888888889,034,Frontera Comalapa
418,7,Chiapas,Frontera Comalapa,70340436.0,Barrio Nuevo,C07.02,Frontera Comalapa,0,7034,44222.0,52168,67012,80897,92.14105,15.660163888888889,034,Frontera Comalapa
419,7,Chiapas,Huehuetán,70370001.0,Huehuetán,C07.03,Huehuetán,8976,7037,28335.0,31464,33444,36333,92.38418083333335,15.018519722222223,037,Huehuetán
420,7,Chiapas,Huehuetán,70370059.0,Huehuetán Estación FFCC,C07.03,Huehuetán,6704,7037,28335.0,31464,33444,36333,92.38418083333335,15.018519722222223,037,Huehuetán
421,7,Chiapas,Huixtla,70400001.0,Huixtla,C07.04,Huixtla,34074,7040,44496.0,48476,51359,53242,92.46581777777779,15.138288611111111,040,Huixtla
422,7,Chiapas,Huixtla,70400004.0,Aquiles Serdán,C07.04,Huixtla,0,7040,44496.0,48476,51359,53242,92.46581777777779,15.138288611111111,040,Huixtla
423,7,Chiapas,Mapastepec,70510001.0,Mapastepec,P07.05,Mapastepec,20506,7051,34882.0,39055,43913,46130,92.89160583333334,15.441134166666666,051,Mapastepec
424,7,Chiapas,Las Margaritas,70520001.0,Las Margaritas,P07.06,Las Margaritas,26147,7052,86586.0,87034,111484,141027,91.98156833333333,16.315947222222224,052,Las Margaritas
425,7,Chiapas,Motozintla,70570001.0,Motozintla de Mendoza,P07.07,Motozintla de Mendoza,32805,7057,48106.0,59875,69119,76398,92.24774444444445,15.363167222222222,057,Motozintla
426,7,Chiapas,Ocosingo,70590001.0,Ocosingo,P07.08,Ocosingo,49177,7059,121012.0,146696,198877,234661,92.09582666666667,16.90803833333333,059,Ocosingo
427,7,Chiapas,Ocozocoautla de Espinosa,70610001.0,Ocozocoautla de Espinosa,P07.09,Ocozocoautla de Espinosa,45779,7061,47954.0,65673,82059,97397,93.37565249999999,16.761461944444445,061,Ocozocoautla de Espinosa
428,7,Chiapas,Palenque,70650001.0,Palenque,P07.10,Palenque,50039,7065,63209.0,85464,110918,132265,91.98103333333333,17.509133333333335,065,Palenque
429,7,Chiapas,Pichucalco,70680001.0,Pichucalco,C07.05,Pichucalco,15075,7068,27312.0,29357,29813,31919,93.1177675,17.508550833333334,068,Pichucalco
430,7,Chiapas,Pichucalco,70680086.0,Napana,C07.05,Pichucalco,0,7068,27312.0,29357,29813,31919,93.1177675,17.508550833333334,068,Pichucalco
431,7,Chiapas,Pijijiapan,70690001.0,Pijijiapan,P07.11,Pijijiapan,18548,7069,43248.0,46949,50079,51193,93.20931694444445,15.691673611111112,069,Pijijiapan
432,7,Chiapas,Reforma,70740001.0,Reforma,P07.12,Reforma,29345,7074,30875.0,34809,40711,44829,93.14710805555556,17.865811944444445,074,Reforma
433,7,Chiapas,Las Rosas,70750001.0,Las Rosas,P07.13,Las Rosas,18724,7075,16617.0,21100,25530,28829,92.36958055555554,16.364131944444445,075,Las Rosas
434,7,Chiapas,San Cristóbal de las Casas,70780001.0,San Cristóbal de las Casas,C07.06,San Cristóbal de las Casas,179648,7078,89335.0,132421,185917,215874,92.63756388888889,16.737022222222222,078,San Cristóbal de las Casas
435,7,Chiapas,San Cristóbal de las Casas,70780145.0,San Antonio del Monte,C07.06,San Cristóbal de las Casas,2741,7078,89335.0,132421,185917,215874,92.63756388888889,16.737022222222222,078,San Cristóbal de las Casas
436,7,Chiapas,San Cristóbal de las Casas,70780172.0,Molino los Arcos,C07.06,San Cristóbal de las Casas,0,7078,89335.0,132421,185917,215874,92.63756388888889,16.737022222222222,078,San Cristóbal de las Casas
437,7,Chiapas,San Cristóbal de las Casas,70780174.0,Las Peras,C07.06,San Cristóbal de las Casas,0,7078,89335.0,132421,185917,215874,92.63756388888889,16.737022222222222,078,San Cristóbal de las Casas
438,7,Chiapas,San Cristóbal de las Casas,70780194.0,Monte de los Olivos,C07.06,San Cristóbal de las Casas,0,7078,89335.0,132421,185917,215874,92.63756388888889,16.737022222222222,078,San Cristóbal de las Casas
439,7,Chiapas,Teopisca,70940001.0,Teopisca,C07.07,Teopisca,19077,7094,18186.0,26996,37607,49499,92.47259722222222,16.54151388888889,094,Teopisca
440,7,Chiapas,Teopisca,70940115.0,El Porvenir,C07.07,Teopisca,0,7094,18186.0,26996,37607,49499,92.47259722222222,16.54151388888889,094,Teopisca
441,7,Chiapas,Tonalá,70970001.0,Tonalá,P07.14,Tonalá,40134,7097,67491.0,78438,84594,91913,93.75178333333334,16.091355555555555,097,Tonalá
442,7,Chiapas,Tuxtla Chico,71020072.0,15 de Abril,C07.01,Cacahoatán,0,7102,32348.0,33467,37737,41024,92.16896972222223,14.940189722222222,102,Tuxtla Chico
443,7,Chiapas,Tuzantán,71030041.0,Veintinueve de Diciembre,C07.04,Huixtla,0,7103,23007.0,23180,28137,30302,92.42162055555556,15.146063333333332,103,Tuzantán
444,7,Chiapas,Tuzantán,71030178.0,Jubileo Dos Mil,C07.04,Huixtla,0,7103,23007.0,23180,28137,30302,92.42162055555556,15.146063333333332,103,Tuzantán
445,7,Chiapas,Tuzantán,71030185.0,San Miguel,C07.04,Huixtla,0,7103,23007.0,23180,28137,30302,92.42162055555556,15.146063333333332,103,Tuzantán
446,7,Chiapas,Tuzantán,71030210.0,Los Rosales,C07.04,Huixtla,0,7103,23007.0,23180,28137,30302,92.42162055555556,15.146063333333332,103,Tuzantán
447,7,Chiapas,Tuzantán,71030214.0,Tercer Cantón la Curva,C07.04,Huixtla,0,7103,23007.0,23180,28137,30302,92.42162055555556,15.146063333333332,103,Tuzantán
448,7,Chiapas,Venustiano Carranza,71060001.0,Venustiano Carranza,P07.15,Venustiano Carranza,15107,7106,43334.0,52833,61341,67292,92.56513527777777,16.33961722222222,106,Venustiano Carranza
449,7,Chiapas,Villaflores,71080001.0,Villaflores,P07.16,Villaflores,37513,7108,73207.0,85957,98618,109536,93.2677075,16.235485833333335,108,Villaflores
450,7,Chiapas,Yajalón,71090001.0,Yajalón,C07.08,Yajalón,16111,7109,22076.0,26044,34028,40285,92.33394416666667,17.173910000000003,109,Yajalón
451,7,Chiapas,Yajalón,71090296.0,Barranca Nabil,C07.08,Yajalón,0,7109,22076.0,26044,34028,40285,92.33394416666667,17.173910000000003,109,Yajalón
452,8,Chihuahua,Ascensión,80050001.0,Ascensión,P08.01,Ascensión,17455,8005,16361.0,21939,23975,26093,107.99594944444445,31.09217611111111,005,Ascensión
453,8,Chihuahua,Camargo,80110001.0,Santa Rosalía de Camargo,P08.02,Santa Rosalía de Camargo,43211,8011,45814.0,45852,48748,49499,105.17162027777778,27.6949625,011,Camargo
454,8,Chihuahua,Cuauhtémoc,80170001.0,Cuauhtémoc,P08.03,Cuauhtémoc,134525,8017,112589.0,124378,154639,180638,106.86604444444444,28.406311666666664,017,Cuauhtémoc
455,8,Chihuahua,Guachochi,80270001.0,Guachochi,P08.04,Guachochi,17617,8027,34255.0,40615,49689,50180,107.06936166666667,26.8191525,027,Guachochi
456,8,Chihuahua,Jiménez,80360001.0,José Mariano Jiménez,P08.05,José Mariano Jiménez,37009,8036,37052.0,38323,41265,40859,104.92297666666667,27.13054916666667,036,Jiménez
457,8,Chihuahua,Madera,80400001.0,Madera,P08.06,Madera,16999,8040,35857.0,34056,29611,25144,108.1413888888889,29.19,040,Madera
458,8,Chihuahua,Nuevo Casas Grandes,80500001.0,Nuevo Casas Grandes,P08.07,Nuevo Casas Grandes,63514,8050,49154.0,54390,59337,65753,107.91210305555556,30.413985555555556,050,Nuevo Casas Grandes
459,8,Chihuahua,Ojinaga,80520001.0,Manuel Ojinaga,P08.08,Manuel Ojinaga,27415,8052,23910.0,24307,26304,24534,104.41566472222223,29.564500555555558,052,Ojinaga
460,10,Durango,Guadalupe Victoria,100080001.0,Guadalupe Victoria,P10.01,Guadalupe Victoria,19158,10008,32173.0,32011,34052,36695,104.12365999999999,24.446433333333335,008,Guadalupe Victoria
461,10,Durango,Pueblo Nuevo,100230001.0,El Salto,P10.02,El Salto,28549,10023,39280.0,45217,49162,51269,105.36019194444444,23.778150555555555,023,Pueblo Nuevo
462,10,Durango,Santiago Papasquiaro,100320001.0,Santiago Papasquiaro,P10.03,Santiago Papasquiaro,29961,10032,42150.0,43517,44966,49207,105.420945,25.039079722222223,032,Santiago Papasquiaro
463,10,Durango,Vicente Guerrero,100380001.0,Vicente Guerrero,P10.04,Vicente Guerrero,17726,10038,18878.0,19813,21117,23476,103.98777777777778,23.731111111111108,038,Vicente Guerrero
464,11,Guanajuato,Abasolo,110010001.0,Abasolo,C11.01,Abasolo,28411,11001,70938.0,79093,84332,92040,101.52836055555555,20.4509,001,Abasolo
465,11,Guanajuato,Abasolo,110010174.0,Tamazula,C11.01,Abasolo,0,11001,70938.0,79093,84332,92040,101.52836055555555,20.4509,001,Abasolo
466,11,Guanajuato,Abasolo,110010586.0,Colonia Solidaridad (Colonia Morelos),C11.01,Abasolo,0,11001,70938.0,79093,84332,92040,101.52836055555555,20.4509,001,Abasolo
467,11,Guanajuato,Acámbaro,110020001.0,Acámbaro,P11.01,Acámbaro,56652,11002,112450.0,110718,109030,108697,100.71932638888889,20.03538027777778,002,Acámbaro
468,11,Guanajuato,San Miguel de Allende,110030001.0,San Miguel de Allende,C11.02,San Miguel de Allende,73290,11003,110692.0,134880,160383,174615,100.71338138888889,20.904012777777776,003,San Miguel de Allende
469,11,Guanajuato,San Miguel de Allende,110030306.0,Santa Teresita de Don Diego,C11.02,San Miguel de Allende,2174,11003,110692.0,134880,160383,174615,100.71338138888889,20.904012777777776,003,San Miguel de Allende
470,11,Guanajuato,San Miguel de Allende,110030574.0,Francisco Villa [Fraccionamiento],C11.02,San Miguel de Allende,0,11003,110692.0,134880,160383,174615,100.71338138888889,20.904012777777776,003,San Miguel de Allende
471,11,Guanajuato,San Miguel de Allende,110030583.0,Miguel Hidalgo,C11.02,San Miguel de Allende,0,11003,110692.0,134880,160383,174615,100.71338138888889,20.904012777777776,003,San Miguel de Allende
472,11,Guanajuato,San Miguel de Allende,110030590.0,Insurgentes,C11.02,San Miguel de Allende,0,11003,110692.0,134880,160383,174615,100.71338138888889,20.904012777777776,003,San Miguel de Allende
473,11,Guanajuato,San Miguel de Allende,110030591.0,Colonia San Luis Rey,C11.02,San Miguel de Allende,3199,11003,110692.0,134880,160383,174615,100.71338138888889,20.904012777777776,003,San Miguel de Allende
474,11,Guanajuato,San Miguel de Allende,110030792.0,Montes de Loreto,C11.02,San Miguel de Allende,0,11003,110692.0,134880,160383,174615,100.71338138888889,20.904012777777776,003,San Miguel de Allende
475,11,Guanajuato,San Miguel de Allende,110030846.0,Santa Cecilia,C11.02,San Miguel de Allende,0,11003,110692.0,134880,160383,174615,100.71338138888889,20.904012777777776,003,San Miguel de Allende
476,11,Guanajuato,San Miguel de Allende,110030943.0,La Lomita,C11.02,San Miguel de Allende,0,11003,110692.0,134880,160383,174615,100.71338138888889,20.904012777777776,003,San Miguel de Allende
477,11,Guanajuato,Apaseo el Grande,110050001.0,Apaseo el Grande,C11.03,Apaseo el Grande,27575,11005,61594.0,68738,85319,117883,100.68821694444445,20.54528416666667,005,Apaseo el Grande
478,11,Guanajuato,Apaseo el Grande,110050051.0,San Pedro Tenango el Nuevo,C11.03,Apaseo el Grande,2863,11005,61594.0,68738,85319,117883,100.68821694444445,20.54528416666667,005,Apaseo el Grande
479,11,Guanajuato,Manuel Doblado,110080001.0,Ciudad Manuel Doblado,P11.02,Ciudad Manuel Doblado,15061,11008,37484.0,38309,37145,41240,101.95279027777778,20.727518055555553,008,Manuel Doblado
480,11,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,110140001.0,Dolores Hidalgo Cuna de la Independencia Nacional,C11.04,Dolores Hidalgo,61677,11014,104712.0,128994,148173,163038,100.91723555555556,21.159200277777778,014,Dolores Hidalgo Cuna de la Independencia Nacional
481,11,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,110140132.0,Ejido Jesús María,C11.04,Dolores Hidalgo,2014,11014,104712.0,128994,148173,163038,100.91723555555556,21.159200277777778,014,Dolores Hidalgo Cuna de la Independencia Nacional
482,11,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,110140742.0,Colonia Padre Hidalgo,C11.04,Dolores Hidalgo,1714,11014,104712.0,128994,148173,163038,100.91723555555556,21.159200277777778,014,Dolores Hidalgo Cuna de la Independencia Nacional
483,11,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,110140813.0,San Diego del Llanito,C11.04,Dolores Hidalgo,0,11014,104712.0,128994,148173,163038,100.91723555555556,21.159200277777778,014,Dolores Hidalgo Cuna de la Independencia Nacional
484,11,Guanajuato,Irapuato,110170001.0,Irapuato,C11.05,Irapuato,403844,11017,362915.0,440134,529440,592953,101.34811694444444,20.67280138888889,017,Irapuato
485,11,Guanajuato,Irapuato,110170059.0,Arandas,C11.05,Irapuato,11527,11017,362915.0,440134,529440,592953,101.34811694444444,20.67280138888889,017,Irapuato
486,11,Guanajuato,Irapuato,110170064.0,La Candelaria (El Rodete),C11.05,Irapuato,0,11017,362915.0,440134,529440,592953,101.34811694444444,20.67280138888889,017,Irapuato
487,11,Guanajuato,Irapuato,110170101.0,Ejido de Malvas (La Argolla),C11.05,Irapuato,2096,11017,362915.0,440134,529440,592953,101.34811694444444,20.67280138888889,017,Irapuato
488,11,Guanajuato,Irapuato,110170359.0,Villas de Irapuato,C11.05,Irapuato,5330,11017,362915.0,440134,529440,592953,101.34811694444444,20.67280138888889,017,Irapuato
489,11,Guanajuato,Irapuato,110170459.0,Colonia Plan Vivirá,C11.05,Irapuato,0,11017,362915.0,440134,529440,592953,101.34811694444444,20.67280138888889,017,Irapuato
490,11,Guanajuato,Irapuato,110170466.0,Las Malvas (El Resbalón),C11.05,Irapuato,0,11017,362915.0,440134,529440,592953,101.34811694444444,20.67280138888889,017,Irapuato
